doc_id,text
d_03f530b40a,"УСТАНОВИЛ: В Мещанский районный суд города Москвы поступило исковое заявление к АО «НПФ «Будущее» о восстановлении срока для обращения с заявлением о выплате средств пенсионных накоплений, учтенных на пенсионном счете накопительной пенсии умершего застрахованного лица. Указанное заявление подлежит оставлению без движения, как поданное с нарушением требований ст. ст. 131, 132 ГПК РФ по следующим основаниям. Согласно статье 132 ГПК РФ, к исковому заявлению прилагаются, в частности, документы, подтверждающие обстоятельства, на которых истец основывает свои требования, копии этих документов для ответчиков и третьих лиц, если копии у них отсутствуют. Вместе с тем, заявление указанным выше нормам не соответствует: к заявлению не приложены документы, подтверждающие обстоятельства, на которые ссылается заявитель в обоснование своих требований, в частности, свидетельство о рождении умершего Согласно ст. 136 ГПК РФ судья, установив, что исковое заявление подано в суд без соблюдения требо"
d_042855d664,"УСТАНОВИЛ: В Мещанский районный суд поступило исковое заявление к «Будущее» о восстановлении срока для обращения правопреемника по договору (заявлению) с заявлением о выплате средств пенсионных накоплений. Указанное исковое заявление определением от года оставлено без движения, по мотивам, приведенным в данном определении, истцу предложено исправить недостатки в срок до года. Ввиду того, что истец не устранил недостатки, указанные в определении судьи об оставлении иска без движения, исковое заявление подлежит возвращению на основании п. 2 ст. 136 ГПК РФ. На основании изложенного, руководствуясь ст. ст. 135, 136, 224-225 ГПК РФ, суд ОПРЕДЕЛИЛ: Возвратить исковое заявление к «Будущее» о восстановлении срока для обращения правопреемника по договору (заявлению) с заявлением о выплате средств пенсионных накоплений. Возвращение искового заявления не препятствует повторному обращению истца в суд с иском к тому же ответчику, о том же предмете и"
d_0489a2a811,"УСТАНОВИЛ: В Мещанский районный суд поступило исковое заявление к «Будущее» о восстановлении срока для обращения с заявлением о выплате средств пенсионных накоплений умершего застрахованного лица. Вместе с тем, указанное исковое заявление не может быть принято к производству суда. Пунктом 4 ч.1 ст.135 ГПК РФ предусмотрено, что судья возвращает исковое заявление в случае, если исковое заявление не подписано или исковое заявление подписано и подано лицом, не имеющим полномочий на его подписание и предъявление в суд. Как усматривается из заявления, оно не подписано истцом, При таких обстоятельствах, данное исковое заявление подлежит возврату. Данное обстоятельство не препятствует повторной подаче подписанного надлежащим лицом заявления. На основании изложенного, руководствуясь положениями статьи 135 ГПК РФ, суд ОПРЕДЕЛИЛ: Исковое заявление к «Будущее» о восстановлении срока для обращения с заявлением о выплате средств пенсионных накоплений умершего застрахованно"
d_048a9fede2,"УСТАНОВИЛ: В Мещанский районный суд поступило исковое заявление фио к «Открытие» о восстановлении срока для обращения правопреемника по договору (заявлению) с заявлением о выплате средств пенсионных накоплений. Указанное исковое заявление определением от года оставлено без движения, по мотивам, приведенным в данном определении, истцу предложено исправить недостатки в срок до года. Ввиду того, что истец не устранил недостатки, указанные в определении судьи об оставлении иска без движения, исковое заявление подлежит возвращению на основании п. 2 ст. 136 ГПК РФ. На основании изложенного, руководствуясь ст. ст. 135, 136, 224-225 ГПК РФ, суд ОПРЕДЕЛИЛ: Возвратить исковое заявление фио к «Открытие» о восстановлении срока для обращения правопреемника по договору (заявлению) с заявлением о выплате средств пенсионных накоплений. Возвращение искового заявления не препятствует повторному обращению истца в суд с иском к тому же ответчику, о том же предмете"
d_04962ca9ed,"Судья в первой инстанции УИД 77RS0016-02-2025-011665-61 Номер дела в первой инстанции № М-1437/2025 /2025 АПЕЛЛЯЦИОННОЕ ОПРЕДЕЛЕНИЕ 21 ноября 2025 года город Москва Судья судебной коллегии по гражданским делам Московского городского суда , при ведении протокола судебного заседания помощником судьи ФИОрассмотрев в открытом судебном заседании дело по частной жалобе на определение Мещанского районного суда города Москвы от 12 мая 2025 года, которым постановлено: Возвратить исковое заявление к АО «НПФ Будущее» о восстановлении срока. Разъяснить, что возвращение искового заявления не препятствует повторному обращению истца в суд с иском к тому же ответчику, о том же предмете и по тем же основаниям, если истцом будет устранено допущенное нарушение.; у с т а н о в и л: обратилась в суд с исковым заявлением к АО «НПФ Будущее» о восстановлении срока. Определением Мещанского районного суда от исковое заявление оставлено без движения, представлен срок"
d_04ba7f2e18,"УСТАНОВИЛ: Истец обратилась в суд с иском к АО «НПФ «БУДУЩЕЕ» о признании договора об обязательном пенсионном страховании от *** апреля *** года № *** недействительным; о применении последствий недействительности ничтожной сделки путем обязания ответчика передать средства пенсионных накоплений в Пенсионный фонд РФ не позднее 30 дней со дня получения решения суда о признании договора об обязательном пенсионном страховании недействительным, о чем известить ГУ – ОПФР по городу Москве и Московской области в этот же срок для внесения соответствующих изменений в единый реестр застрахованных лиц; о взыскании расходов истца по оплате государственной пошлины; компенсации морального вреда в размере *** руб. и штрафа в размере 50 % от присужденной судом суммы. Истица также просила взыскать с ответчика в свою пользу понесенные в связи с рассмотрением настоящего дела расходы по оплате нотариальных услуг в размере *** руб., расходы по оплате экспертизы в размере *** руб. Свои исковые требования"
d_056bec6bff,"УСТАНОВИЛ: В Мещанский районный суд поступило исковое заявление к «БУДУЩЕЕ» о восстановлении пропущенного срока. Вместе с тем, указанное исковое заявление не может быть принято к производству суда. Согласно пункту 4 части 1 статьи 135 ГПК РФ, суд возвращает исковое заявление в случае, если исковое заявление не подписано или исковое заявление подписано и подано лицом, не имеющим полномочий на его подписание и предъявление в суд. Между тем, исковое заявление не подписано истцом, в связи с чем, подлежит возвращению заявителю. На основании изложенного, руководствуясь положениями статьи 135 ГПК РФ, ОПРЕДЕЛИЛ: Исковое заявление к «БУДУЩЕЕ» о восстановлении пропущенного срока – возвратить заявителю с приложенными к нему документами. Возвращение искового заявления не препятствует повторному обращению истца в суд с иском к тому же ответчику, о том же предмете и по тем же основаниям, если истцом будет устранено допущенное нарушение. На определение может быть подана час"
d_0570687d63,"Мещанского районного суда города Москвы , рассмотрев исковое заявление / заявление к ОА НПФ БУДУЩЕЕ о восстановлении срока для обращения за выплатой пенсионных накоплений, установил: настоящее заявление подлежит оставлению без движения как не соответствующее требованиям ст.ст. 131 и 132 ГПК РФ в силу следующего. В нарушение ст. 132 ГПК РФ к исковому заявлению не представлены: документы, подтверждающие обстоятельства, на которых истец основывает свои требования, в частности, к заявлению не представлены документы, подтверждающие родство с умершим Указанные обстоятельства являются основанием для оставления иска без движения. Поэтому, руководствуясь ст. 136 ГПК РФ, судья определил: исковое заявление к ОА НПФ БУДУЩЕЕ о восстановлении срока для обращения за 31 марта 2026 года, предложив заявителю в указанный срок устранить недостатки, указанные в мотивировочной части настоящего определения. Разъяснить заявителю, что в случае неисполнения определения суда заявление будет счит"
d_06ec9a20c4,"УСТАНОВИЛ: ФИО2 .... , действующий в защиту прав и законных интересов ФИО3 , обратился в суд с исковым заявлением к АО НПФ Будущее, в котором просит признать договор обязательного пенсионного страхования, заключенный между ФИО3 , **/**/**** года рождения, и АО «Негосударственный пенсионный фонд «Будущее» недействительным; обязать АО «Негосударственный пенсионный фонд «Будущее» в срок не позднее 30 дней со дня получения решения суда передать в ПФР средства пенсионных накоплений в сумме 57 152,47 руб.; запретить обработку и хранение персональных данных ФИО3 В обоснование заявленных исковых требований ФИО2 указал, что в прокуратуру ФИО4 .... с заявлением о нарушении пенсионных прав обратилась ФИО3 , **/**/**** г.р..Установлено, что ее пенсионные накопления были незаконно переведены из государственного Пенсионного Фонда в АО «НПФ «БУДУЩЕЕ». При этом средства пенсионных накоплений ФИО3 переведены в АО «НПФ «БУДУЩЕЕ» **/**/**** на основании заявления о досрочном переходе в негосударственный"
d_06f5a6824a,"УСТАНОВИЛ: Надымский городской прокурор обратился в суд с иском к АО НПФ «Будущее» о признании договора недействительным. Вместе с тем, вышеуказанное заявление не соответствует требованиям статей 132 Гражданского процессуального кодекса РФ, в связи с чем, не может быть принято к производству суда. Согласно пункту 6 статьи 132 ГПК РФ (в редакции по состоянию на день подачи искового заявления) к исковому заявлению прилагаются, в частности, уведомление о вручении или иные документы, подтверждающие направление другим лицам, участвующим в деле, копий искового заявления и приложенных к нему документов, которые у других лиц, участвующих в деле, отсутствуют, в том числе в случае подачи в суд искового заявления и приложенных к нему документов посредством заполнения формы, размещенной на официальном сайте соответствующего суда в информационно-телекоммуникационной сети «Интернет». Как усматривается из представленного материала, оно подлежит оставлению без движения, поскольку подано с нарушением т"
d_083198d02d,"УСТАНОВИЛ: Истец прокурор .... , действуя в защиту прав и законных интересов ФИО1 , обратился в суд с исковым заявлением к АО «Негосударственный пенсионный фонд «Будущее», в котором просит признать недействительным договор об обязательном пенсионном страховании № от **/**/**** , заключенный между АО «Негосударственный пенсионный фонд «Будущее» и ФИО1 ; обязать АО «НПФ «Будущее» в срок не позднее 30 дней со дня получения решения суда передать в ПФР средства пенсионных накоплений, проценты за неправомерное пользование средствами пенсионных накоплений, определяемые в соответствии со статьей 395 Гражданского кодекса Российской Федерации, и средства, направленные на формирование собственных средств фонда, сформированные за счет дохода от инвестированного лица, в порядке, предусмотренном пунктом 5.3 статьи 36.6 Федерального закона от **/**/**** № 75-ФЗ «О негосударственных пенсионных фондах»; обязать АО «Негосударственный пенсионный фонд «Будущее» прекратить незаконную обработку персональных"
d_08739b5920,"УСТАНОВИЛ: В Мещанский районный суд поступило исковое заявление к «БУДУЩЕЕ» о восстановлении пропущенного срока. Вместе с тем, указанное исковое заявление не может быть принято к производству суда. Согласно пункту 4 части 1 статьи 135 ГПК РФ, суд возвращает исковое заявление в случае, если исковое заявление не подписано или исковое заявление подписано и подано лицом, не имеющим полномочий на его подписание и предъявление в суд. Между тем, исковое заявление не подписано истцом, в связи с чем, подлежит возвращению заявителю. На основании изложенного, руководствуясь положениями статьи 135 ГПК РФ, ОПРЕДЕЛИЛ: Исковое заявление к «БУДУЩЕЕ» о восстановлении пропущенного срока – возвратить заявителю с приложенными к нему документами. Возвращение искового заявления не препятствует повторному обращению истца в суд с иском к тому же ответчику, о том же предмете и по тем же основаниям, если истцом будет устранено допущенное нарушение. На определение может быть подана час"
d_08821d81f8,"Определение город Москва 01 марта 2022 года Судья Мещанского районного суда города Москвы , ознакомившись с исковым заявлением к АО «НПФ «Будущее» о восстановлении пропущенного срока для обращения правопреемника с заявлением о выплате средств пенсионных накоплений, учтенных на пенсионном счете накопительной пенсии умершего застрахованного лица, установил: Согласно ч. 4 ст. 131 ГПК РФ исковое заявление подписывается истцом или его представителем при наличии у него полномочий на подписание заявления и предъявление его в суд. Как следует из искового заявления, поданного в Мещанский районный суд города Москвы, на иске отсутствует подпись истца. На основании изложенного, руководствуясь ст. ст. 135, 224, 225 ГПК РФ, судья определил: Возвратить исковое заявление к АО «НПФ «Будущее» о восстановлении пропущенного срока для обращения правопреемника с заявлением о выплате средств пенсионных накоплений, учтенных на пенсионном счете накопительной пенсии умершего застрахованного лица -"
d_089dba84fa,"УСТАНОВИЛ: Истец фио обратилась в суд с иском к ответчику «Достойное Будущее» о восстановлении срока для обращения за выплатой средств пенсионных накоплений. Определением Мещанского районного суда от 21 ноября 2022 года указанное исковое заявление было возвращено истцу в порядке ст. 135 ГПК РФ, в связи с тем, что исковое заявление не подписано надлежащим образом. Не согласившись с указанным судебным актом, фио подала на него частную жалобу, в которой ставит вопрос о его отмене, как незаконного и необоснованного, ссылаясь на доводы, изложенные в ней. В соответствии с ч. 3,4 ст. 333 ГПК РФ, п. 70 Постановления Пленума Верховного Суда РФ от № 16 ""О применении судами норм гражданского процессуального законодательства, регламентирующих производство в суде апелляционной инстанции"", частная жалоба рассмотрена единолично судьей без извещения лиц, участвующих в деле. В соответствии со ст. 47 Конституции РФ никто не может быть лишен права на рассмотрение его дела в том суд"
d_08a83ffb98,"РЕШЕНИЕ ИМЕНЕМ РОССИЙСКОЙ ФЕДЕРАЦИИ 29 июня 2021 года г. Иркутск Иркутский районный суд Иркутской области в составе председательствующего судьи ФИОпри секретаре судебного заседания , с участием истца , представителя третьего лица ГУОПФР по Иркутской области , рассмотрев в открытом судебном заседании гражданское /2021 по иску прокурора Иркутского района в интересах Гайдуковой ТЛ к акционерному обществу «Негосударственный пенсионный фонд «Будущее» о признании недействительным договора обязательного пенсионного страхования, обязании передать средства пенсионных накоплений, запрете обработки и хранения персональных данных, с привлечением к участию в деле в качестве третьего лица, не заявляющего самостоятельных требований относительно предмета спора, на стороне истца государственного учреждения - Отделение Пенсионного фонда Российской Федерации по Иркутской области, установил: Прокурор Иркутского района обратился в суд в интересах ГайдуковойТ.Л. с иском, измененным в"
d_08b9fcee04,"УСТАНОВИЛ: В Мещанский районный суд поступило исковое заявление фио, действующей в интересах несовершеннолетнего фио, к «Будущее» о восстановлении срока для подачи заявления о выплате средств пенсионных накоплений. Изучив настоящее заявление, суд приходит к следующим выводам. Согласно ч. 4 ст. ст. 131 ГПК РФ исковое заявление подписывается истцом или его представителем при наличии у него полномочий на подписание заявления и предъявление его в суд. Исковое заявление, подаваемое в электронном виде, содержащее ходатайство об обеспечении иска, должно быть подписано усиленной квалифицированной электронной подписью. В соответствии с п. 4 ч. 1 ст. 135 ГПК РФ судья возвращает исковое заявление в случае, если исковое заявление не подписано или исковое заявление подписано и подано лицом, не имеющим полномочий на его подписание и предъявление в суд. В настоящем случае в суд поступило исковое заявление, на котором отсутствует подпись истца. На основании изложенного, руководствуясь ст."
